building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10168, 13.192439193330348, 6.901056197954691, 30.322269682716442, 60.489969584656045
10174, 16.57609413911689, 6.973582827589666, 49.408828074198894, 41.378538815978075
10176, 16.65105073509894, 6.857466484166646, 49.76493170501015, 40.733579992767126
10177, 16.618923334254855, 6.787242321949636, 49.091724451821904, 40.96811330352601
10180, 16.484894106936224, 6.869412898683559, 48.18851233413204, 42.14625784373221
10182, 16.73452667473609, 6.319555019194511, 50.862617549317676, 37.53329090951944
10198, 14.428735611212181, 7.342150241440969, 38.63040889241763, 53.21556173084557
10199, 17.241416009989305, 6.977053787031127, 53.889583871117196, 37.673993765016576
10200, 12.823071725107697, 7.258805507631638, 30.670984230632847, 61.66377862672028
10201, 15.950004034487257, 7.27208945522021, 47.05686817663353, 44.64787355385367
10202, 13.546052101377779, 7.495534661607473, 34.0404662968633, 58.643656679324806
10203, 16.804118205900664, 6.612318174415711, 51.21873506452127, 38.88734002442781
10204, 14.76488047254761, 7.063912594785619, 39.036171796098444, 51.73018657311433
10205, 11.445921974779742, 6.666762067910359, 23.171405828505726, 69.3892893468359
10206, 10.123061389323208, 6.36295020075709, 17.546260751521626, 76.32161653926183
10207, 11.383556036817419, 6.61464051033591, 22.64692568425469, 69.82544466894107
10208, 9.476327304175928, 5.542403807578247, 11.935778252454446, 82.34503645316245
1021, 16.74905517463079, 6.379805353114217, 48.79260064869443, 39.59345915823717
10215, 15.46695298062285, 7.14960849594656, 44.25353739532197, 46.60080029701745
10219, 14.15663687925477, 7.303117010158118, 37.30760536752769, 54.16640979799848
1022, 17.772568969825556, 6.221537276395294, 57.556159706048824, 31.853061527469773
1023, 18.974795754453964, 5.845225184133231, 65.20798246191771, 25.13007724659635
1024, 18.291402126782472, 5.931212352155572, 60.49427466726151, 28.96033162316901
10243, 16.610485274341222, 6.202471104167613, 48.99322970740053, 38.13005395762353
10244, 15.56952389038727, 6.620993045859487, 44.09914743933703, 43.51189411554284
10245, 16.654509850261796, 6.210926102046453, 49.19584690553746, 37.89407864122848
10247, 15.606338498492951, 6.619032642647678, 44.63278535653586, 43.11970761201438
10249, 16.122368833234344, 6.232278883528887, 45.99346559331739, 40.449324665701106
1025, 17.52398101691447, 6.333016246152347, 56.016945207392574, 33.87365578883665
10251, 12.176116189948107, 7.589546261994569, 29.171162984419073, 65.16536983396755
10252, 11.992960317645707, 7.6145562502524555, 27.49379605955783, 67.02981651376146
10255, 11.925476671320036, 7.226438231055623, 25.799709616860717, 67.96907512045351
10257, 15.235703452927579, 7.2936204242134055, 40.737185369227944, 51.25146463006621
10259, 12.64425933060333, 7.628568893748643, 30.44855506995968, 63.863197479418645
1026, 18.546921776399017, 5.714162359796691, 61.95563012677107, 26.826994780014914
10260, 13.663510894022325, 7.209795180769131, 33.649696546675635, 58.16259650496676
10262, 14.715905224633252, 7.445366862490611, 39.05868275415067, 53.17345565139353
10263, 16.73867152843648, 7.074243290061625, 49.39656870722661, 41.793933995151995
10265, 15.084965984342752, 7.165996983347444, 40.79404203440142, 50.56452254114654
10267, 16.265441973491065, 7.476152269734756, 48.96825299052641, 43.157207445825584
10268, 16.9357110198942, 6.978295563024762, 51.358855384769306, 39.75386770389085
10269, 18.601406507124732, 6.789205504279773, 61.873374523537585, 30.434423635287803
1027, 14.656802694984613, 6.6692475291263165, 35.63147498353906, 52.636667472349785
10276, 13.208249133827161, 6.971581915044081, 30.488901407230063, 61.730708814958454
10277, 13.538422831941693, 7.044493646960546, 32.54513728143585, 59.47556473534893
10279, 13.925544931636196, 7.008368638848637, 36.14150255288111, 55.00052099614463
10281, 13.01782297812222, 6.874172521116831, 31.270833333333332, 60.02395833333334
10282, 14.265368811403055, 6.788409403526785, 37.69666238321815, 51.45347827596986
10285, 13.978132832145723, 7.041010596095614, 35.409403063919704, 56.59799260433175
10288, 14.539231364238223, 6.821286919533284, 36.32130690412617, 53.66646059952386
10291, 12.224694759333929, 6.737330546626946, 25.17103663830526, 66.22909069861666
10292, 11.180928921425835, 6.4450426806915395, 20.076853630871085, 72.58385610778028
10303, 17.62509816869099, 6.58112188952486, 55.60227756143853, 34.54955986779672

Elapsed time: 182.620701 s
